iter	Quantile:alpha=0.9
144	0.1969384063
145	0.1968439512
146	0.1966818892
147	0.1964885947
148	0.1963555083
149	0.1960541436
150	0.195841492
151	0.1956759026
152	0.1954874445
153	0.1952496836
154	0.1950699907
155	0.1949086988
156	0.1948370901
157	0.1947638608
158	0.1946594905
159	0.1943951475
160	0.1941036689
161	0.1938924793
162	0.1937242713
163	0.193480417
164	0.1932669399
165	0.1930904694
166	0.1929343122
167	0.1928658471
168	0.1927154691
169	0.1926331797
170	0.1924635488
171	0.1923779157
172	0.1922631976
173	0.1921330157
174	0.1920308889
175	0.1918369689
176	0.1915941844
177	0.1915240879
178	0.1914367426
179	0.1912421467
180	0.1909262811
181	0.1907945738
182	0.1906253028
183	0.1904301485
184	0.1902594574
185	0.1901964227
186	0.1900124255
187	0.1898474862
188	0.18970016
189	0.1896548609
190	0.1895508866
191	0.1893829712
192	0.189235222
193	0.1891600284
194	0.1890760462
195	0.1889498006
196	0.1885522136
197	0.1884519899
198	0.1882508332
199	0.1881191178
200	0.1879745166
201	0.1878849416
202	0.1878252497
203	0.187709433
204	0.1875459691
205	0.1874311901
206	0.1873393294
207	0.1872495886
208	0.1871482974
209	0.1870825701
210	0.1868855327
211	0.1867514205
212	0.1866537197
213	0.1865759208
214	0.1865084127
215	0.1863294511
216	0.1861984745
217	0.1860784476
218	0.1859858025
219	0.1858856579
220	0.1858174811
221	0.185708403
222	0.1856403116
223	0.1854845458
224	0.1854001702
225	0.1852634041
226	0.185222373
227	0.185122061
228	0.1849939148
229	0.1848896709
230	0.1848242992
231	0.1847221172
232	0.1845991196
233	0.1845311321
234	0.1844426074
235	0.184396058
236	0.1843314779
237	0.1841700999
238	0.1840545542
239	0.1840126627
240	0.1839800174
241	0.1838584475
242	0.183784963
243	0.1836055461
244	0.1835504275
245	0.1833543151
246	0.1832633448
247	0.1831813769
248	0.1830720008
249	0.1829400042
250	0.1828996728
251	0.1828650888
252	0.1827052158
253	0.1826194247
254	0.182510708
255	0.1824522654
256	0.1824076086
257	0.1823440204
258	0.1822618875
259	0.1821737349
260	0.1820872406
261	0.1819660061
262	0.1819183259
263	0.1818436794
264	0.1817916144
265	0.1817169097
266	0.181620115
267	0.1815298582
268	0.1814593763
269	0.1813915168
270	0.1813338112
271	0.1812786665
272	0.1812107433
273	0.1811534043
274	0.1810950292
275	0.1810336112
276	0.1809820854
277	0.1809174084
278	0.1808692034
279	0.1807856494
280	0.1807113235
281	0.1806887112
282	0.1806363308
283	0.1805779913
284	0.1805487033
285	0.1804553383
286	0.1804163274
287	0.1803253395
288	0.1801895387
289	0.1801495551
290	0.1800397677
291	0.179995658
292	0.1799265043
293	0.1798365438
294	0.1797597211
295	0.1796910561
296	0.1796179351
297	0.1795497673
298	0.1795046995
299	0.1794342752
300	0.179407992
301	0.1793453327
302	0.1793221418
303	0.179271678
304	0.1792334447
305	0.1791482243
306	0.1791228447
307	0.1790465707
308	0.1789570765
309	0.1788977889
310	0.1787969678
311	0.1787626406
312	0.1786983787
313	0.1785876872
314	0.178508994
315	0.178457384
316	0.178406849
317	0.1783321566
318	0.1782459131
319	0.1782078623
320	0.1781620614
321	0.1781321927
322	0.1780516375
323	0.1779663227
324	0.1779175839
325	0.1778854743
326	0.1778466442
327	0.1777212185
328	0.1776592267
329	0.17760452
330	0.1775062697
331	0.1774711316
332	0.1774301564
333	0.177401999
334	0.1773088932
335	0.1772174608
336	0.177138507
337	0.177022263
338	0.1769445006
339	0.1768261957
340	0.1767241008
341	0.176634262
342	0.1765408283
343	0.176424175
344	0.1762825562
345	0.1762027241
346	0.1761838831
347	0.1761341682
348	0.1760881919
349	0.1760617443
350	0.1760281271
351	0.1759234327
352	0.1758175099
353	0.1757835398
354	0.1757307911
355	0.1755514987
356	0.1754851329
357	0.1754281126
358	0.1753877059
359	0.1753676755
360	0.1752074352
361	0.1751652409
362	0.1751145208
363	0.1750766509
364	0.1749531627
365	0.174896568
366	0.1748347301
367	0.1747788305
368	0.1747238247
369	0.1746175026
370	0.1745329351
371	0.1744399815
372	0.1744180394
373	0.1743671356
374	0.1743480319
375	0.1742709227
376	0.1741298568
377	0.1740753602
378	0.1740310531
379	0.1739857333
380	0.1739624596
381	0.1738886086
382	0.1738357126
383	0.1737520642
384	0.1737333495
385	0.1737123138
386	0.1736519322
387	0.1736005514
388	0.1735671259
389	0.1734836817
390	0.1734066098
391	0.173263689
392	0.1732400224
393	0.1731956811
394	0.173177731
395	0.1731229874
396	0.1730564651
397	0.1730343564
398	0.1729803171
399	0.1728552611
400	0.1728122431
401	0.1727699343
402	0.1726914592
403	0.172567416
404	0.1725321479
405	0.1724685257
406	0.172397463
407	0.1723519416
408	0.172306153
409	0.172228983
410	0.1721346219
411	0.1720526229
412	0.1719886465
413	0.1719432924
414	0.1719006819
415	0.1718566451
416	0.1718305209
417	0.1717990585
418	0.1716408324
419	0.1716070208
420	0.1715665165
421	0.1715286022
422	0.1714691302
423	0.1714454028
424	0.171404859
425	0.1713730484
426	0.171295155
427	0.1712222358
428	0.1711251423
429	0.1710780509
430	0.1710344949
431	0.1709481451
432	0.1709257994
433	0.1708965197
434	0.1708282056
435	0.1707834334
436	0.1707115638
437	0.1706614486
438	0.1706132872
439	0.1705965073
440	0.170565684
441	0.1704996861
442	0.1704383561
443	0.1704057149
444	0.1703719273
445	0.1703076123
446	0.170227588
447	0.1702128278
448	0.1701504682
449	0.1701247086
450	0.1700704435
451	0.1700078855
452	0.1699725669
453	0.1698768498
454	0.1698376473
455	0.1697505083
456	0.1696857814
457	0.1696499562
458	0.1696339093
459	0.1696174576
460	0.1696082233
461	0.1695625576
462	0.169535697
463	0.1695129198
464	0.1694697341
465	0.1694084299
466	0.1693933418
467	0.1693679113
468	0.169344486
469	0.1693089892
470	0.1692505638
471	0.1692195271
472	0.1691513442
473	0.1691061546
474	0.168973034
475	0.1689547738
476	0.1689336697
477	0.1688960797
478	0.1687562736
479	0.1687257235
480	0.1686700967
481	0.1686380245
482	0.1686045482
483	0.1685637355
484	0.1685249469
485	0.168438696
486	0.1684229199
487	0.1684115124
488	0.1683515167
489	0.168337731
490	0.1682984581
491	0.1682500596
492	0.1682106324
493	0.1681549252
494	0.1681015534
495	0.1680733995
496	0.168059136
497	0.1680423271
498	0.1679240337
499	0.1678967649
500	0.1678781815
501	0.1678176822
502	0.1677895579
503	0.1677487188
504	0.1676887454
505	0.1676737406
506	0.1676588064
507	0.1676297592
508	0.1676005627
509	0.1674780185
510	0.1674432811
511	0.1673803093
512	0.1673411542
513	0.1672421769
514	0.1672028391
515	0.1671571171
516	0.1671220745
517	0.1671055474
518	0.1670685317
519	0.1670361392
520	0.1669691503
521	0.1669224344
522	0.1669029026
523	0.1668675688
524	0.1668446051
525	0.1667981903
526	0.1667745164
527	0.1667467934
528	0.1667138078
529	0.166681597
530	0.1666156964
531	0.1665821537
532	0.1665519811
533	0.166506173
534	0.1664586732
535	0.1664297449
536	0.1664159792
537	0.1663815278
538	0.1662676904
539	0.1662489625
540	0.1662325948
541	0.166159328
542	0.1661227346
543	0.1661095312
544	0.1660494299
545	0.1660387942
546	0.1660171663
547	0.1659787012
548	0.1659376779
549	0.1658081238
550	0.1657617247
551	0.1657466018
552	0.1656830565
553	0.1656707477
554	0.1656560922
555	0.1656231922
556	0.1655925604
557	0.1655604526
558	0.1655484685
559	0.1654984082
560	0.1654864952
561	0.165471448
562	0.1654407964
563	0.1654273024
564	0.1653763487
565	0.1653561969
566	0.1653402259
567	0.1653110286
568	0.165293241
569	0.1652401
570	0.1651753721
571	0.1651529223
572	0.1651302234
573	0.1651117188
574	0.1650791445
575	0.1649960812
576	0.1649767343
577	0.1649674656
578	0.1649439181
579	0.164897745
580	0.1648808771
581	0.1648455591
582	0.1647996473
583	0.1647881479
584	0.1647339907
585	0.1646643796
586	0.1646426444
587	0.1646001497
588	0.1645693395
589	0.1645004678
590	0.16448161
591	0.1644120409
592	0.1643867192
593	0.1643684844
594	0.1643526354
595	0.1643374962
596	0.1643155064
597	0.1642062071
598	0.1641433147
599	0.1641250547
600	0.1641020406
601	0.1640790252
602	0.1640292993
603	0.1640070232
604	0.1639821001
605	0.163950391
606	0.1639164148
607	0.1638441358
608	0.1637953986
609	0.1637403954
610	0.1636683804
611	0.1636222063
612	0.1636021652
613	0.1635811586
614	0.1635474652
615	0.1635285205
616	0.1634224706
617	0.1633898005
618	0.1633425235
619	0.1633055469
620	0.1632762252
621	0.1632424601
622	0.1632345451
623	0.1632148469
624	0.1631635352
625	0.1631337235
626	0.1630846737
627	0.1630430078
628	0.1630079143
629	0.162969687
630	0.1629488993
631	0.162867985
632	0.1628544573
633	0.1628132537
634	0.1628030221
635	0.1627697039
636	0.1627517048
637	0.1626388934
638	0.1626254349
639	0.1626121891
640	0.1625762382
641	0.1625655437
642	0.1625546171
643	0.1625216052
644	0.1624979825
645	0.1624346307
646	0.1624092609
647	0.1623985176
648	0.1623868988
649	0.1623721021
650	0.1622849506
651	0.1622246841
652	0.1621860599
653	0.1621429588
654	0.1621269057
655	0.1620720039
656	0.162039503
657	0.1620228658
658	0.1619586893
659	0.1619110252
660	0.1618806981
661	0.161840808
662	0.1618150121
663	0.1618108257
664	0.1617944405
665	0.1617428054
666	0.1617257556
667	0.1617185559
668	0.1616536226
669	0.1616432351
670	0.1616220896
671	0.1615849034
672	0.1615673197
673	0.1615553287
674	0.1615287912
675	0.1615081773
676	0.1614536097
677	0.1613722681
678	0.1613609196
679	0.1613349017
680	0.1613135796
681	0.1612981266
682	0.1612050089
683	0.1611432424
684	0.1611284604
685	0.1611191923
686	0.1610973992
687	0.1610683453
688	0.1610564431
689	0.1610475317
690	0.1609564358
691	0.1609386027
692	0.1609314329
693	0.160921602
694	0.1609132248
695	0.1608246655
696	0.1607691798
697	0.1607241265
698	0.1606798542
699	0.1606582558
700	0.1606341196
701	0.1606057323
702	0.1605715368
703	0.1605227384
704	0.1605075394
705	0.16045605
706	0.1604344159
707	0.1604004775
708	0.1603693956
709	0.1603211654
710	0.1603139134
711	0.1602937217
712	0.1602730774
713	0.1602269892
714	0.1601824573
715	0.1601544148
716	0.1601282162
717	0.1601042122
718	0.16005662
719	0.1600033362
720	0.159981933
721	0.1599549979
722	0.1599447547
723	0.1599065776
724	0.1598668689
725	0.1598280588
726	0.1597923933
727	0.159786532
728	0.1597672475
729	0.1597344854
730	0.1597041933
731	0.159694092
732	0.1596685578
733	0.1596520979
734	0.1596322298
735	0.1596133621
736	0.1595881974
737	0.1594706003
738	0.1594373682
739	0.1594145195
740	0.1593532114
741	0.1592580705
742	0.1592324193
743	0.1592181219
744	0.1591438123
745	0.1590987341
746	0.1590674243
747	0.1590568892
748	0.1590282653
749	0.1589523502
750	0.1589049709
751	0.1588762718
752	0.1588641722
753	0.1588335938
754	0.1588097226
755	0.1587758451
756	0.1587505311
757	0.1587092136
758	0.1586722697
759	0.1586478315
760	0.158623911
761	0.1586106757
762	0.1585982971
763	0.1585790752
764	0.158558834
765	0.1585466276
766	0.1585111099
767	0.1584916003
768	0.1584767736
769	0.1584590821
770	0.1584526131
771	0.1583854977
772	0.1583737259
773	0.1583554723
774	0.1583197066
775	0.1583043346
776	0.1582949494
777	0.1582573278
778	0.1582217705
779	0.1582123155
780	0.1581778975
781	0.1581491867
782	0.1581114187
783	0.1580573276
784	0.1580322722
785	0.1580223059
786	0.1579980134
787	0.1579724596
788	0.1579490111
789	0.1579347112
790	0.1578912796
791	0.1578758838
792	0.1578443094
793	0.1577956693
794	0.157770544
795	0.157752393
796	0.1577285389
797	0.1577110635
798	0.1576850598
799	0.1576316135
800	0.1576099317
801	0.1576008965
802	0.1575832252
803	0.1575427624
804	0.1575368431
805	0.1575208287
806	0.1575121332
807	0.157494944
808	0.1574724018
809	0.1574570323
810	0.1574188739
811	0.1573973901
812	0.1573652721
813	0.1573189678
814	0.1572902249
815	0.1572195867
816	0.1572065231
817	0.1571841002
818	0.1571626461
819	0.1571486964
820	0.1571370296
821	0.1570943107
822	0.1570557318
823	0.1570466076
824	0.1570066938
825	0.1569772074
826	0.1569666643
827	0.1569477066
828	0.156937984
829	0.1568978775
830	0.1568797598
831	0.1568721958
832	0.1568526367
833	0.1568192503
834	0.1568073659
835	0.1567836719
836	0.1567763016
837	0.1567389324
838	0.1567279007
839	0.1566422059
840	0.1566296637
841	0.1566196314
842	0.1565999108
843	0.1565486427
844	0.1565412411
845	0.1564786024
846	0.1564467331
847	0.1564121481
848	0.1563882458
849	0.1563781333
850	0.1563588557
851	0.1563212673
852	0.1563014455
853	0.1562844993
854	0.1562625292
855	0.1562574177
856	0.1562499199
857	0.1561853402
858	0.1561396514
859	0.156112546
860	0.1561008528
861	0.1560821885
862	0.1560769495
863	0.1560550115
864	0.156042927
865	0.1560198896
866	0.1559744139
867	0.1559627043
868	0.1559124254
869	0.1559022572
870	0.1558826332
871	0.1558502378
872	0.1558178525
873	0.1558048369
874	0.1557579697
875	0.1557515543
876	0.1557420482
877	0.1557266989
878	0.1557120285
879	0.1556559282
880	0.155645587
881	0.1556233562
882	0.1556054387
883	0.1555875216
884	0.1555671661
885	0.1555547934
886	0.1555479273
887	0.1555303977
888	0.1555003599
889	0.1554952831
890	0.1554806785
891	0.1554704964
892	0.1554241264
893	0.1553865542
894	0.1553596447
895	0.1553537847
896	0.1553334914
897	0.155325773
898	0.1553115417
899	0.1552828441
900	0.1552233795
901	0.155211943
902	0.1551980736
903	0.155148677
904	0.1551276845
905	0.1551095007
906	0.1550762471
907	0.1550471291
908	0.1550208657
909	0.1549864463
910	0.1549727734
911	0.1549574675
912	0.1549207751
913	0.1549141454
914	0.1548919729
915	0.1548814007
916	0.1548747682
917	0.1548645667
918	0.1548510604
919	0.1548249221
920	0.1548050494
921	0.1547765582
922	0.1547628446
923	0.1547190318
924	0.1546895689
925	0.1546640774
926	0.1546466775
927	0.1546117137
928	0.1545924388
929	0.1545879372
930	0.1545804255
931	0.1545294677
932	0.1545140967
933	0.1545084245
934	0.1544795176
935	0.154457373
936	0.1544250593
937	0.1544109429
938	0.1543928305
939	0.15434374
940	0.1543220699
941	0.1543028102
942	0.1542900517
943	0.1542532507
944	0.1542001948
945	0.1541014904
946	0.1540775231
947	0.1540652162
948	0.1540578382
949	0.1540484138
950	0.1540295895
951	0.1540096608
952	0.1539730373
953	0.1539581095
954	0.1539362358
955	0.1539226861
956	0.1539058937
957	0.1538972679
958	0.1538537465
959	0.1538283212
960	0.1537792883
961	0.1537293677
962	0.1537210758
963	0.1537108229
964	0.1536949759
965	0.1536765
966	0.1536606239
967	0.1536512404
968	0.1536455681
969	0.1536321217
970	0.1535978124
971	0.1535192287
972	0.1535076485
973	0.1534907619
974	0.153416969
975	0.1534095141
976	0.1533944101
977	0.1533645486
978	0.1533551756
979	0.1533396862
980	0.1533314583
981	0.1533210245
982	0.1533112985
983	0.1532804801
984	0.1532550288
985	0.1532448617
986	0.1532384274
987	0.1532086637
988	0.1532047719
989	0.1531761577
990	0.1531180741
991	0.1531118064
992	0.1531066444
993	0.153093772
994	0.1530689813
995	0.1530620943
996	0.1530507141
997	0.1530363743
998	0.1530184915
999	0.1529472228
