iter	Quantile:alpha=0.1
440	316.557887
441	316.5232311
442	315.3425427
443	315.0947305
444	314.1116304
445	313.4692068
446	313.4529013
447	313.3863543
448	313.3163253
449	313.3106509
450	312.2855079
451	312.2337846
452	310.8187155
453	310.8168913
454	310.5690197
455	309.965525
456	309.3276954
457	309.2970641
458	309.1791635
459	309.1693123
460	309.1667596
461	309.1640674
462	309.1446765
463	308.1119551
464	308.0319958
465	307.3673337
466	307.3364842
467	307.3287159
468	307.3004479
469	307.292347
470	307.2837334
471	307.2163612
472	306.8709364
473	306.8633223
474	306.8523822
475	306.8351368
476	306.3695046
477	306.3617423
478	306.3376797
479	306.3353887
480	306.3015666
481	306.2654651
482	306.2579293
483	306.067066
484	306.0267632
485	305.6038689
486	305.5994559
487	305.5797541
488	304.4349299
489	303.7583045
490	303.7424364
491	303.6918174
492	303.2179421
493	303.1519919
494	303.1406464
495	303.1105646
496	302.7255523
497	302.7234465
498	302.6865119
499	302.3848437
500	302.3649039
501	301.7339614
502	301.3189589
503	301.3170381
504	301.0019506
505	300.364528
506	300.3328189
507	300.3033629
508	300.2987008
509	300.2684391
510	300.2615512
511	299.6925179
512	299.4739389
513	299.4701788
514	299.4216921
515	299.2605387
516	299.2543804
517	299.2506766
518	299.246493
519	299.2386835
520	298.825182
521	298.8154932
522	298.0127347
523	298.0104286
524	298.0031566
525	298.0019343
526	297.9768093
527	297.9483995
528	297.9249294
529	297.9219899
530	297.7502801
531	297.7336803
532	297.5040457
533	297.4340417
534	296.2906666
535	296.2875054
536	296.2705256
537	296.2693358
538	296.2675736
539	296.1998667
540	295.9302233
541	295.7868031
542	294.9579332
543	294.9325532
544	294.9274455
545	294.7247671
546	294.7233977
547	294.2725249
548	294.2638883
549	294.251594
550	294.1514269
551	294.0041811
552	293.986232
553	293.8447724
554	293.8383375
555	293.6309358
556	293.6214798
557	293.6140882
558	293.586878
559	293.5763116
560	293.5681559
561	293.5650954
562	293.5506589
563	293.5481957
564	293.5182653
565	293.5101317
566	293.4955885
567	293.4905199
568	293.4332514
569	293.4219791
570	293.4062362
571	293.3691606
572	293.1317264
573	293.1301396
574	293.1080503
575	293.095253
576	293.0631394
577	293.0602653
578	293.0398204
579	293.0192367
580	293.0165055
581	292.6572035
582	292.0666522
583	291.7648979
584	291.7575957
585	291.6989823
586	291.6972523
587	291.6763066
588	291.5572653
589	291.5214838
590	291.5183069
591	291.5089792
592	291.4896255
593	291.1934491
594	290.7214465
595	290.7001238
596	290.5311917
597	290.2109162
598	289.9812167
599	289.9738314
600	289.9580248
601	289.9244103
602	289.889644
603	289.8633787
604	289.7042047
605	289.697373
606	289.6763858
607	289.6734114
608	289.6632929
609	288.0322903
610	288.0123271
611	288.0089719
612	287.9865546
613	287.8901612
614	286.9477177
615	284.2302893
616	284.225518
617	282.8925851
618	282.0140089
619	281.7886506
620	281.7832868
621	281.6805341
622	279.1862422
623	279.1644108
624	278.8967362
625	278.8338304
626	278.6697354
627	278.6357762
628	278.63399
629	278.619154
630	278.1532451
631	278.1449771
632	278.1410349
633	278.1403464
634	278.1114701
635	278.0456402
636	278.0090066
637	277.9970023
638	277.9920263
639	277.9805412
640	277.9254232
641	277.923442
642	277.915586
643	277.8729128
644	277.8638283
645	276.0110394
646	275.9905228
647	275.9823456
648	275.9503591
649	275.9357681
650	275.9292333
651	275.9217526
652	275.6150513
653	275.6067256
654	275.5751681
655	275.5682324
656	275.5636905
657	275.552263
658	275.520828
659	275.4833807
660	275.4814756
661	275.4780698
662	275.4617392
663	275.3999436
664	275.3371838
665	275.3301668
666	275.2815223
667	275.2567632
668	274.0509808
669	274.0478803
670	274.0341378
671	273.2778887
672	273.2760103
673	272.9366328
674	272.9339151
675	272.924249
676	272.9063301
677	272.6936577
678	272.6748035
679	272.3964179
680	272.3741525
681	272.3726548
682	272.2812208
683	272.2732898
684	272.2607541
685	272.2539039
686	272.2528886
687	272.2171013
688	272.2068838
689	272.1943725
690	272.179657
691	272.1599255
692	272.1475047
693	272.1373226
694	272.1185243
695	272.1072883
696	272.0553099
697	271.8973674
698	271.8906408
699	271.8827804
700	271.8818498
701	271.8784717
702	271.8660175
703	271.8422833
704	271.8386704
705	271.8376275
706	271.8366124
707	271.6682699
708	270.7399748
709	270.738407
710	270.7190631
711	270.6013748
712	270.581271
713	270.1890803
714	270.1837538
715	269.9090434
716	269.8597348
717	269.8588515
718	269.7507482
719	268.8834312
720	268.8825457
721	268.881067
722	268.7932404
723	268.1986684
724	268.1891716
725	268.1842246
726	268.1620939
727	266.9246794
728	266.8376617
729	266.833459
730	266.7008951
731	266.6886509
732	266.3077717
733	266.2807077
734	266.2387362
735	266.2198292
736	266.1178397
737	266.1030718
738	266.1003219
739	266.0958701
740	264.4577544
741	264.456413
742	264.4556645
743	264.45007
744	264.4449648
745	264.4355498
746	264.4327207
747	264.4235358
748	264.4033664
749	262.6325095
750	262.5886054
751	262.5876221
752	262.5553686
753	262.5546002
754	262.5319396
755	262.5049855
756	261.0059543
757	261.0016401
758	260.9663006
759	260.9580862
760	260.9411755
761	260.9379889
762	260.8989209
763	260.3577216
764	260.3536775
765	260.3395471
766	260.3388023
767	260.0654257
768	260.0624077
769	260.0510844
770	260.0441683
771	260.0340066
772	260.0164099
773	259.9925718
774	259.9860859
775	259.979557
776	259.9784858
777	259.9752357
778	259.9648541
779	259.8761043
780	259.6498886
781	259.6474347
782	258.7382687
783	258.6947944
784	258.6897449
785	258.664437
786	258.6554649
787	258.4784731
788	258.4763765
789	256.606146
790	256.6055263
791	256.3497208
792	256.3488429
793	256.3478105
794	256.2992093
795	256.2958716
796	256.2888794
797	254.6678928
798	254.658566
799	254.6574449
800	254.6093194
801	254.604961
802	254.5985955
803	254.5950453
804	254.2265555
805	254.2258048
806	254.2208121
807	254.2192225
808	253.7103463
809	253.5990737
810	253.597054
811	253.5835146
812	253.561368
813	253.5602872
814	253.5502847
815	253.5425793
816	253.5230488
817	253.2564222
818	253.2459945
819	253.2426383
820	253.2381089
821	253.2010085
822	252.5532847
823	252.4801767
824	252.4776198
825	252.4750338
826	252.1917268
827	252.1112261
828	251.9402502
829	251.9279395
830	251.9252574
831	251.7953234
832	251.7930253
833	251.7862586
834	251.5706144
835	251.5248319
836	251.5224265
837	251.4918489
838	251.4836894
839	250.0826013
840	249.9438975
841	249.942259
842	249.8366614
843	249.8335974
844	249.8322788
845	249.0350251
846	249.0202558
847	248.8222277
848	248.3517799
849	248.3461954
850	248.3399181
851	248.2670963
852	248.2424792
853	248.2414017
854	248.2395966
855	248.2387402
856	248.2366222
857	248.2266783
858	247.970969
859	247.9567952
860	247.9550047
861	247.9326461
862	247.9307904
863	247.5645764
864	247.5512936
865	247.5452644
866	247.5213691
867	247.5144091
868	247.5130701
869	247.1229249
870	247.0475607
871	247.042407
872	247.0385294
873	247.0296704
874	247.0121066
875	246.4413844
876	246.1048493
877	246.0963801
878	246.0936131
879	246.0914484
880	246.0534301
881	246.044624
882	246.0432157
883	246.0181916
884	246.0142696
885	245.7202844
886	245.7157793
887	245.7144395
888	245.6516175
889	245.6233998
890	245.6220894
891	245.6057038
892	245.6050949
893	245.598365
894	245.5875459
895	245.583796
896	245.5787661
897	245.5781489
898	245.5773949
899	245.5565712
900	245.5447392
901	245.5409054
902	245.5176908
903	245.5069271
904	245.5042854
905	245.4999989
906	245.4808075
907	245.4754298
908	245.4737999
909	245.4694317
910	245.4638122
911	245.4463277
912	245.4424129
913	245.442099
914	245.4400524
915	245.4322766
916	245.4304783
917	245.4292116
918	245.4154555
919	245.1403826
920	245.0846098
921	244.9026113
922	244.8992952
923	244.8619168
924	244.7785591
925	244.7697103
926	244.2370099
927	244.2127049
928	244.2046863
929	244.1577035
930	244.1481629
931	244.1124757
932	244.1109948
933	244.104358
934	243.9719387
935	243.9698754
936	243.9589214
937	243.9256235
938	243.9248484
939	243.8705465
940	243.8655851
941	243.8626229
942	243.2277245
943	243.0281607
944	243.0265344
945	242.5842464
946	242.5830938
947	242.5707484
948	242.5668925
949	242.5551227
950	242.2670606
951	242.0715743
952	242.070123
953	241.5032689
954	241.4999295
955	241.4778491
956	241.4745849
957	241.4530018
958	241.4515883
959	240.8584194
960	240.8398207
961	240.7682237
962	240.5800369
963	240.5523118
964	240.5313396
965	240.5283554
966	240.5227369
967	240.5211077
968	240.5046964
969	240.4846137
970	240.2125029
971	240.2084098
972	240.0365136
973	239.9841846
974	239.9364722
975	239.9354057
976	239.9339459
977	239.8922147
978	239.8780189
979	239.804613
980	239.7990405
981	239.7887596
982	239.7734143
983	239.7442393
984	239.7416924
985	239.7403809
986	239.7390419
987	239.7347589
988	239.5364284
989	239.5352052
990	238.9497832
991	238.8527733
992	238.8432322
993	238.8406749
994	238.83722
995	238.771941
996	238.687272
997	238.685306
998	238.6844044
999	238.6274023
